comment,label
খুব দারোন লাগছে,0
তুমাকে খুব সুন্দর  লাগছে,0
"শুয়েআচী,তুমাকে খুববাললাগে",0
"ফেসবুকে যত ঝামেলা, খুন খারাপি, কাইজ্জা কাটি, নারী নীর্জাতন, ইভটিজিং করেন নিশ্চিন্তে কারণ ফেসবুক পুলিশ আছে আপনার পাশে। তারাতারী জয়েন করেন দেরি করলে মিসটেক লিংক : ফেসবুক পুলিশ",2
তোমার বোদায় কত চুল  ওই চুল পরিমাণ চুদবো তোমায়?,1
যাদু,0
আমার সঙ্গেও অনেক নেতার কথা হতো।,4
"তুমাকে চুদতে চাই,,,,খুব জুরে করব,,,,তুমার দুধ দেখলে আমার মাথা নষ্ট,,,,পুরাই",1
আমারও :-D :-D,0
নষ্টা,2
অনেক হট........,0
ওরা খানকির পোলা।,2
"অনেকে অনেক কথা বলবে, কিন্তু তোমাকে লক্ষ্যে পৌঁছাতে হবে। গোটা দেশ তোমার দিকে তাকিয়ে। তোমার মনে যে কথাটা আসবে সেই কথাটাই বলবে। এভাবেই বঙ্গবন্ধু শেখ মুজিবুর রহমানকে দেশ ও জাতি গঠনে গরুত্বপূর্ণ ভূমিকার সময় উদ্বুদ্ধ করতেন শেখ ফজিলাতুন্নেসা মুজিব। '",4
তারা ফরহাদ মজহার সহ আরো অনেক বিএনপি পন্থী বুদ্ধিজীবিকে গুম করার পরিকল্পনা সহ নিজেদের অনেক নেতাকেও হত্যার ছক এঁকেছে বলে জানতে পারে গোয়েন্দারা ।,4
ক্ষমতায় যেতে মরিয়া বিএনপি এখন প্রতিপক্ষকে ঘায়েল করার জন্য যা যা ব্যবস্থা নেওয়া যায় তার সব কিছুর জন্যেই প্রস্তুত।,4
..***.... এতো বড় কেন ?,1
গত কয়েকদিন ধরে তিনি বিএনপি ও জামায়াত শিবিরের সঙ্গে রাষ্ট্রবিরোধী ষড়যন্ত্র করার পায়তারা করে আসছিলেন বলেও জিজ্ঞাসাবাদে জানান তিনি।,4
ডাব :-D,2
খুব ভাল হয়েছে নতুন এলবাম টা। জাষ্ট লাইক লাইক লাইক.... :) মিলার গেটাপ ছিল অসাধারন...। আপনার কাছ থেকে এক্সপেকটেশন টা আরো বাডিয়ে দিলেন আপনি নিজেই....। :) ভাল থাকবেন সবসময়...। :),0
ছোট ব্রেস্ট বড় করবেন যেভাবে,2
সানি লিয়ন,1
একটুও ভাল লাগছেনা।,2
হইা কি দেখিতেছি.... মাহশাল্লাহ..,0
"""আবালের গল্পসম্ভার "" এই নাম রাখিলে নিশ্চিত চলিবে আপনার বই, কারন মানুষ নাম দেখলেই কিনিবে আপনার বই, বলিবে কবি কই!!!  ফেমাস হইবেন আপনি, করিবেন হৈ চৈ :v :-P",2
"পুরুষদের দৃষ্টি আকর্ষণ করছি। যারা অনেক বেশি পরিমান হস্তমৈথুনসহ অনেক খারাপ কাজ করছেন বা অনেক বেশি পরিমান মেয়েদের সাথে সহবাস করেছেন যার ফলে মেলামেশার সময অতি দ্রত বীর্যপাত হয়ে গেলে লিঙ্গ আর খাড়াই না, আবার যদিও বা খাড়াই তখন ভাল শক্ত হয় না।অনেক চিকিৎসা করেছেন কিন্তু কাজ হয়নি, তারা যদি জোকের তেল,সান্ডার ও শিষুর তেল ব্যবহার করেন এবং কিছু বনাজী ওষুধ খেলে এক সাথে ২-৩ বার করলে ও লিঙ্গ খাড়াই থাকবে এবং শক্ত ও লিঙ্গ লম্বা হবে । এই পরামর্শ ফল পেলে আমার জন্য দুয়া করবেন। আর যারা আমার কাছ থেকে তেল আর ওষ",1
"তোমাকে  তালাক দিছে, কি কারনে  ?",2
"কি দেখাইলা,,,,চোখ আমার কপালে",0
শুটিংয়ে সবার সামনে পোশাক খুলে স্তন বেরিয়ে গেলো আনুশকার (দেখুন ভিডিওতে),1
ফালতু মাইয়া,2
বল তুমি কি করলে আরো খুশি হবে বাধুন।,0
"ডাউনলোড করুন নতুন অডিও , ভিডিও , রিংটন , ওয়ালপেপার , থিমস , গেমস , সফওয়ার , নাটক , আর ফুল মুভি ।",0
আমি তোমাকে বিয়ে করব তুমি যদি রাজি থাক জানাবে,0
ওই খানকির পোলা জোরে দে,1
"সানিলিওন হইতে চায় হেেেেেেে,,,, আরে পুটকিই তো আলাগা। কালা পুটকি নিয়া নিগরু হওয়া যায়রে সানিলিওন না",1
গনতন্ত্রের মানস কন্যা দেশরত্ন শেখ হাসিনা কে  তাঁর ধানমণ্ডির বাসভবন থেকে গ্রেপ্তার করে নিয়ে যায়।,4
এমন ভাব গাছ কে ধরেছো গাছটা তোমার প্রেমে পরে যাবে......,0
"সেই দিন ভোর বেলায় কাক পক্ষীরা ঘুম থেকে জেগে উঠার আগেই তৎকালীন ফখরুদ্দীন - মহিনউদ্দীনের সেনা সমর্থিত তত্ত্বাবধায়ক সরকার,",4
"সারাবছর সানি লিওন এর সাথে প্রতিযোগিতা করে আজ,,,ভদ্র পোষ্ট,,, হা!হা!হা!",1
পাটা পাটি,0
মন খারাপ?,0
ওরে...... বাবা সেইরোম লাগছে ববি ফেটে জাবে,2
"তারা বিভিন্ন কুটকৌশল সাজিয়েছে সরকারকে চাপে ফেলার জন্যে, নির্বাচনের আগে জনগণের মধ্যে ধোঁয়াশা সৃষ্টি করতেই বিএনপি এইসব করছে বলে বেরিয়ে এসেছে গোয়েন্দা রিপোর্টে।",4
"ম্যাডাম একটু কাছে আসো,আলতো করে একটা কিস দিই।",2
ஜ•••• সব মেগা পোষ্ট,0
চুদেচ্ছা,1
আমে এতো সুন্দর কা,0
রাস্তাঘাটের কুওা,2
বাংলাদেশের অধিকাংশ জনগণ এখনো আওয়ামী লীগ ও বর্তমান প্রধানমন্ত্রী শেখ হাসিনাকে সমর্থন করে বলে জানিয়েছে ইন্ডিপেন্ডেন্ট-আরডিসি পরিচালিত একটি জনমত জরিপ।,4
""" ভোগে নয় ত্যাগেয় প্রকৃত সুখ ""    বাংলাদেশ জাতীয়তাদী ছাত্রদলের নেতা কর্মি সবাই কে বলছি, বাংলাদেশ ইসলামী ছাত্রশিবির কে অনুস্বরন করুন, নিজ নিজ দলের সিদ্ধান্তের উপর অনুগত থাকুন, যেই সংগঠন কে ভালোবাসা যায়, সেই সংগঠনের কার্যালয়ে আগুন ধরানো কি সোভা পায় ?  ইসলামী ছাত্রশিবির আদর্শের বাতিঘর এটা আবারো প্রমান হল।",0
বাংলাদেশ সচিবালয়ের মন্ত্রিপরিষদ কক্ষে মন্ত্রিপরিষদ বৈঠকের শুরুতে  বাংলাদেশে যুদ্ধাপরাধ ১৯৭১  শিরোনামে মুদ্রণকৃত স্মারক ডাকটিকিট অবমুক্ত করেন ও এ্যালবামটির মোড়ক উন্মোচন করেন মাননীয় প্রধানমন্ত্রী শেখ হাসিনা।,4
[[179379108907488]],0
"সুন্দর গান ।চেষ্টা চালিয়ে যান ,আশা করি আরও মিষ্টি গানের্‌্‌......",0
"সারা বছর নংরামি, এখন আবার ভণ্ডামি।",2
মোনে হয় আপনার সব সেশ,2
আপু এত বড়,1
আই লাভ ইউ,0
মাগি,1
মাগি,1
অপরুপ সুন্দরি তুমি বাধন।,0
01916-509894,0
আমি চূদি চূদি,1
"বাংলাদেশই বিশ্বকে পথ দেখিয়েছে- কারো মুখাপেক্ষী না থেকে নিজস্ব অর্থায়নে ট্রাস্ট ফান্ড করে কীভাবে বিভিন্ন প্রকল্প নিয়ে কাজ করা যায়, তার একটা স্বীকৃতি আমরা পাচ্ছি।",4
চুদবো,1
", কত রকম কিচ দিচে সাকিব",2
পেশিশক্তি বৃদ্ধিতে অনেকেই জামায়াত-শিবির ও বিএনপির নেতা-কর্মী এবং সন্ত্রাসীদের দলে টেনেছেন।,4
"বুকের উপর অনেক চাপ গেছে,,",2
[[179379108907488]],0
পরি মনি সিনেমায় শরীর টা একটু কম দেখান খোলা মেলা কম দেখাবেন।,2
ত্রটামাগি ত্রর মা মাগি মাগিরঘরে হয্ মাগি,1
দেখা হবে আপু...........,0
খুব ভালোলাগছে,0
পতিতা খানকিদের আবার নামাজ কালাম আছে নাকি।,1
তোমার কিসে ব্যাথা লেগেছে।।।। তোমাদের নায়িকাদের রাত্রে কত ব্যাথা পান তার কোন হিসাব আছে,1
"আমি গর্বিত এমন দেশে জন্ম গ্রহন করে। যে দেশে, সত্যের প্রতিবাদী দেশপ্রেমী ''পরীর"" জন্ম হয়েছে।",0
"আমার প্রিয় দেশবাসী, বাংলাদেশ আওয়ামীলীগ ও সহযোগী সংগঠনের নেতাকর্মীদের কাছে আবেদন কখনও মনোবল হারাবেন না ।",4
"শালার পাগল চোদারা  কি  কমেন্ট  করে,,,,,  ,,,,,,,,, এই,,,,,,সব,,,,,,,,আপু তো  দেখতে খারাপ না,,,,,,,,,,,,",1
[[179379108907488]],0
মধুবালা লুক...।। অনেক অনেক দারুন সুন্দর লাগছে..................,0
গ্রেফতার হওয়ার আগে দেশবাসীর  উদ্দেশ্যে দেশরত্ব শেখ হাসিনা'র চিঠি।,4
আমি ভিডিও সেক্স করি ইমুতে। ১০০০ টাকা। আগে এক মিনিট ভিতিও তে কথা বলে তার পর টাকা বিকাশ করতে হবে। বার বার টাকা সারা কল দিলে ব্লক দিব। আমি প্রতারনা করি না কথা বল্লেই বুজতে পারবেন 01927720139 ফোন দিন।,1
তুমি আনেক সুন্দর,0
[[179379108907488]],0
আপুনি তুমি সত্যি সুন্দর,0
তারা কী ভুলে গেছেন শাহবাগে তাদের যখন হেফাজতিরা তাড়া করেছিল তখন তাদের  ছাত্রলীগের নেতাকর্মীরা বাঁচিয়েছিলো।,4
লাল  শাড়ি লাল টিপ খুব,0
আলাপটা করল কে?,0
রুপের এত বরাই করোনা সুন্দরিগ।,0
"ভাস্কর্য স্থাপনের আগে বাইরে থেকে সুপ্রিম কোর্টের প্রবেশপথে দেশের মানচিত্র দেখা যেতো, ওইটি  স্থাপনের পর সেটি ঢেকে যায়।",4
এদের কে আর কি বলবো,0
ভাল না আপনি,2
হিন্দি এর প্রতি মিলার এত ভালবাসা কেন বুঝিনা। স্ট্যাটাস দাও হিন্দি তে সাক্ষাৎকার দাও হিন্দি তে...,0
মনে হইতাসে পুটকি মারা দিবা,2
"এমন সুন্দ র কখনও আগে দেখিনি,এই প্রথম দেখল।ম মনে হয়, আনেক বেশী সুন্দর তুমি,আনেক বেশী পছন্দ  করি তোম।কে",0
আমি  যদি  আপনার  সমবয়সী,0
সরকারের প্রতি ভুল ধারণা নিয়ে ওরা জঙ্গিদের সঙ্গে হাত মিলালে দেশের কী অবস্থা হবে তা কি কেউ ভেবে দেখেছেন?,4
"শীতের রাতে কম্বল লাগবে না, তোমারে দেখলেই চলবে",0
৫ মে মাদরাসার শিক্ষার্থীদের এনে  জড়ো করে সরকার পতনের অপচেষ্টা চালিয়েছিল।,4
রোবট,0
ভালো কিন্তু মেকাব বেশী হইছে,2
"ওরে,,, কি জটিল পেজরে বাবা ! ∫→ লুল জোকস ""0+"" ←∫",2
কুকুরের লেজ সোজা হইলেও সে কুকুরই থাকে।,2
বরিশাইল্যারা একটু  বেশি ই খায়!!!!,2
বাহ! হাহাহা! সব শেষ!,0
"তাই তাদের কাছে ডেকে কথা বলেছি, ছয়টি শিক্ষাবোর্ড গঠন করে দিয়েছি, দেশকে শতভাগ শিক্ষিত করতে হলে তাদের বাদ দেয়া সম্ভব না।",4
"মাগীর পোলার দল,রেন্ডিদের বিরুদ্ধে বললে পাকিস্তান।মাদার চোদ নিজের দেশের কথা বলে না রান্ডিরা আমাদের ক্রিকেটকে কত হেয় করে",2
নাইল্লা নাঈম সারাজিবন নাইল্লাই থাইকা যাইব।।।। আপু আগে ইম্প্রেশন ঠিক করেন।।। শুধু ফিগার দিয়া সব কিছু হয় নাহ।।।,2
পুরা হোমপেজ ই নায়লা নাঈম ময় হইয়া গেছে :-P :-P :-P :-P,0
বোমা,0
"জ্বালায়া গেলি মনের আগুন, নিভায়া গেলি না.........  :p",2
বিংশ শতাব্দীর শ্রেষ্ঠ বাঙ্গালী নারী দেশরত্ন শেখ হাসিনা,4
"কাপড় পড়ার কি দরকার, কাপড়  ছাড়া দিলেত হয়",2
এবং রংপুর বিভাগে ছাত্রলীগ নেতৃবৃন্দ ও  বাংলাদেশ ছাত্রলীগের কেন্দ্রীয় নেতৃবৃন্দ।,4
ওগো শীতে এই পোশাক পরছো কেন?  :-/ তোমার শীত করবে তো! :'( :'(,0
"তোদের যারা বিয়ে করে তাদের ভাগ্যই আলাদা। তারা  তোদের খুব মজা করে খা,,,,,,,,,,,,,,,,,,,!",1
দামী একটা কথ কয়ছেনতো।,0
পুরা টা খুলে দিলে আরো ভালো হতো,2
আজকের পোষাক সুন্দর হয়ছে আপনার,0
গোট,2
সাকিব আল অাস্ য়াদ ????,0
দিলা তো এই অবেলায় ধোনটা খারা কইরা।,2
জামা কাপড় পরা অবস্তাই তোমাকে আনেক ভাল লাগে,0
সুন্দর  হইসে  আপু।,0
মেয়েরা “ফোন সেক্স বা চ্যাট সেক্স” করতে চাও তারা আমাকে ফ্রেন্ড রিকোয়েস্ট পাঠাও,1
"তোরা যে কি বলিস, ভাতকে আমি কি বলবো খুজে পাচ্ছি না ,যে টা বলতে চাই সেটাই মনে হয় ছোট হলো কথাট,থাক আর না বলি যা বলার মনে মনেই বলেছি|",2
এই মেয়েটা একটা করে ছবি দিবে আর আমার অনতরে ঝড় বয়ে যাবে। এটা কি ঠিক?,0
তিন বঙ্গকন্যার বিজয়ে অভিনন্দন  জানিয়েছেন মাননীয় প্রধানমন্ত্রী শেখ হাসিনা।,4
শুভ রাত্রি,0
ছোট বোন হয়ে অনুরোধ করছি দয়াকরে আমার এই ছোট পেজটাতে সবাই লাইক দিন...,0
[[179379108907488]],0
হট ৷৷ মালটা কাৱ ৷,2
তর লম্বা মাথার কেস,0
মোস্তাফিজের বোলিং আর মেয়েদের মন বুঝা বড় দায়। কারণ দু- টাই যে কোন সময় ঘুরে যেতে পারে।!!!,0
ও অামার পরান পাখিতুমিভালো,0
তিনি ইউনিভার্সিটি অব লন্ডন থেকে আইন বিষয়ে মাস্টার্স ডিগ্রীও অর্জন করেন এবং বাংলাদেশ সুপ্রীম কোর্টের একজন আইনজীবী হিসেবে তালিকাভুক্ত হন।,4
খানকি পরি মনি,1
হিজলাদের নেতীর মত লাগতেছে.......,2
আমার  ফোন 0097470414432,0
আপু তুমি ই পারবে দেশকে উন্মুক্ত একটা সুন্দর পরিবেশ দিতে... :),0
মা এবং মেয়েকে একসাথে খুব সুন্দর দেখাচ্ছে,0
"হটরে তুমি,,  টক বগ করে তোমার ফিগার",2
হাই কেমন আছ  আমি তোমাকে খুপ বেশি ভালা বাসি। ঠাঠা,0
হ্যাপি মোটা হইয়িং!,2
সো সেক্সি বেক্কল,1
হায় হায় আপনি ডেন্টিষ্ট আমার তো দাঁতে  শির শির করতাছে,0
এত্য বন্ধু!!!!!!!!!,0
সিমুল অহন বিধবা,2
"বাংলাদেশের মহান স্থপতি, সর্বকালের সর্বশ্রেষ্ঠ বাঙ্গালি, জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানের ৪২ তম শাহাদাৎবার্ষিকী ও \""জাতীয় শোক দিবস\""",4
কোথায়. .সিলে . .এতো . .দিন,0
"আমি জানি না, যাওয়ার দিন কেন আমার মা এভাবে কেঁদেছিলেন, মাকে আমি কখনওএভাবে কাঁদতে দেখিনি, আমার মা খুব চাপা স্বভাবের ছিলেন, তিনি কখনও তার অভাব অভিযোগের কথা বলতেন না।",4
দুদু দেখা যাচ্চে শোনা৷এত বড় দুধ বানিয়েছ কি ভাবে শোনা৷,1
২০০৮ সালে আওয়ামীলীগের জয়লাভের পর বাংলাদেশে প্রথম মহিলা পররাষ্ট্রমন্ত্রী হিসেবে তিনি নিয়োগ পান।,4
তেমার বুকের উড়না কেই,2
কিছু মেয়েরা বিয়ের আগে বয়ফ্রেন্ডের বিছানা কাপাঁয় আর কিছু মেয়ে মার্কেট!!,1
"টাকা পয়সা চাকরি, কাদের ভাইয়ে মুক্তি!",4
এইটা পরার দরকার ছিল কি!!,2
পেজটা কে চাল্লাছেন।?,0
বাধন অনেক সুনধর ছবি,0
নিচে  ফুলা  কেন  জান ।।,2
তোমার নাম কে রেখেছে সত্যি তুমি পরি। আমি পরি দেখেনি তোমায় দেখে বুঝলাম পরি কেমন দেখতে।,0
হট,2
সেক্সি,1
তোমাকে চোদতে কত টাকা লাগবে তোমার ছামা লাল,1
"চট্টগ্রাম, রাঙ্গামাটি ও বান্দরবানে অতিবৃষ্টিতে পাহাড় ধসে হতাহতের ঘটনায় গভীর শোক প্রকাশ করেছেন মাননীয় প্রধানমন্ত্রী শেখ হাসিনা।"",",4
আসলেই পাচ তলায় কোনো সুখ নেই।সুখ থাকলে আছে গাছ তলায়।আল্লাহ্‌ যেন তাদের সারা জীবন এইভাবেই রাখে।,0
এত সুন্দর কেরে ????,0
মাননীয় প্রধানমন্ত্রী দেশরত্ন শেখ হাসিনা লন্ডনে নব-নির্বাচিত এমপি টিউলিপ সিদ্দিক ও রুশানারা আলী কে ফুল দিয়ে শুভেচ্ছা জানান।,4
বাংলার লিয়ন,1
তাহলেত তোমায় কুমিল্লাতেয় আসতেহবে বন্দু,0
"এই চোদার পেছনে আই এস এর ""হাত "" আছে।",1
বাংলাদেশ ছাত্রলীগের সকল ইউনিটের নেতা কর্মীদের প্রতি আহবান জানাচ্ছি আপনারা নিজ নিজ এলাকায় এবং সামাজিক যোগাযোগ মাধ্যমগুলোতে দেশরত্ন শেখ হাসিনার সরকারের সাফল্যেগুলো জাতির সামনে তুলে ধরুন ।,4
মেয়েরা “ফোন সেক্স বা চ্যাট সেক্স” করতে চাও তারা আমাকে ফ্রেন্ড রিকোয়েস্ট পাঠাও,1
"“ আপু এতো ছোট দুধ দিয়ে হ্যাজবেন্ডকে খুশী করতে পারছিনা,",1
"ভাগ্য ভালো তোরা মেয়ে হয়ে জন্মগ্রহণ করছিস, কেননা বডি দেখালেই তোরা সেলিব্রেটি হয়ে যাস......",2
নাচ গানের কি ব্যাবস্থা আছে ? :P,0
"একজন সাবেক ছাত্রনেতার উপর যেই নির্যাতন করেছেন তাতে করে তাকে আমার মানুষ নয় জানোয়ার মনে হয়। দ্রুত এই অফিসার কে চাকরিচ্যুত করে গ্রেপ্তার করা হোক।"",",4
তুই একতা মাল রে,2
অতএব দ্রুত বাংলাদেশ পুলিশের সুনাম ক্ষুন্যকারী ডিবি পুলিশের ওসি মোস্তফা কে ক্লোজ করে তার বিচার নিশ্চিত করুন। এবং জনমনে সস্তি ফিরিয়ে দিন।,4
কি এইটা,0
বাংলার সানি লিওন,1
ভাত বেশি খাইলে ফিগার ভালো হয় নাকি ....??? :),2
বুকের কাপড়টা আরেকটূ ওপর তোলা যেত না?????? নাকি দেখাতে ভাল লাগে?  ফালতু !!,2
এই ছবি দেখে শীতের মাঝে গরমের পরশ পেলাম,2
রাইট চয়েজ!!!আই অলওয়েজ প্রেইস ইউ ফর ইউর গ্রেট ওয়ার্ক!!!!আপনি আমাদের দেশের অন্যতম প্রতিনিধিত্বকারী!!!!আই এম অলওয়েজ উইথ ইউ!!!,0
রাত নেমেছে।,0
"বাল,খুববাল,কিলাব,পররেদেখাও,সুনদর,রুপ",2
আবেদনময়ী,0
আওয়ামী লীগ সরকার ক্ষমতায় আসার পর জঙ্গী দমনে ‘জিরো টলারেন্স’ নীতির ভিত্তিতে কার্যকর পদক্ষেপ ও পরিকল্পনা গ্রহণ করে।,4
"কেউ মনে হয় তাড়া করছে,,,,,ইয়ে করার জন্য",0
"তোমার ফটো দেইখাতো মাথা গরম হইয়া গেল, কি দেখাইলা নায়লা।",2
আমাদের প্রানের সংগঠন ছাত্রলীগে  কোন অনুপ্রবেশ কারীদের স্থান নাই।,4
বাল,2
"অাপু তোমার পা অনেক সুন্দর,অার তুমি  না অনেক সুন্দর,",0
"মাগুরায় জামায়াতের আমীরের বাড়ি  থেকে ৮ সন্দেহভাজন জঙ্গি আটক।"",",4
মায়া  বি,0
দুধ খোলা হাসি,1
ফাটা পাটি লাগছে তোমায়,0
অসাধারন  ফটো,0
"বাংলাদেশ ছাত্রলীগ মাননীয় প্রধানমন্ত্রী দেশরত্ন শেখ হাসিনার বিশ্বস্ত ভ্যানগার্ড।"",",4
জীবনে অনেক পেজই তো লাইক দিলেন এবার না হয় এফ কমার্স এর একটি পেজ লাইক দিবেন।,0
ভালবাশার লাল গলাপ তোমার,0
"বাচ্চারা এই পেজে লাইক দাও,তোমাদের বিস্কুট দিমুনে",0
গুয়া দেখান না কেন? কাল দেখে? মেকাপ করতে পারেন না গুয়ায়?,2
"পরি তোমার কি হয়েছে,শুনলাম হাতে কি অই গেছে,আসলে আমি খুব কষ্ট পাইছি,টিক অইব ওষুধ কাউ",0
আজ বাংলাদেশ ছাত্রলীগের সাবেক সফল সাধারন সম্পাদক দেশরত্ন শেখ হাসিনার শ্রেষ্ঠ আবিস্কার সিদ্দিকী নাজমুল আলম ভাইয়ের শুভ জন্মদিন।,4
তোমার ছবি না সুন্দর ইসলাম আপু,0
"মীন রাশি,১২ রাশির মধ্যে সবচেয়ে নিরীহ ও ভদ্র একটি রাশি।রাগ একদম বলতে নাই।এরা বিশেষভাবে মাতৃভক্ত হয়ে থাকেন।এরা প্রতিটা বিষয় ঠাণ্ডা মাথায় চিন্তা করেন।ধর্ম,আধ্যাত্মিকতা এদের বিশেষভাবে আকর্ষণ করে।জীবন নিয়ে এদের তেমন মাথা-ব্যাথা নাই।এদের ভিতরে ধৈর্য ও আত্ম-বিশ্বাসের অভাব লক্ষ করা যায়।বেশি নিয়ম-শৃঙ্খলা এদের একদম পছন্দ না।এদের অন্তর দয়ায় ভরা,মানুষের দুঃখ-কষ্টে মন খুব দুঃখী হয়।অতিরিক্ত আবেগ-প্রবন হয়ে থাকেন এরা।সব মিলিয়ে একটা ভালো মনের মানুষ।",0
"জঙ্গিবাদ, মাদক, বেকারত্বকে দেশরত্ন শেখ হাসিনার নেতৃত্বেই আমরা পরাজিত করবো।",4
সাদা বক।,0
"তরে,চুদারটাম,অাছনি",1
"দেশে জঙ্গিবাদ দুর্বল হয়েছে, কিন্তু নির্মূল হয়নি, জনগণকে সঙ্গে নিয়ে ঐক্যবদ্ধভাবে এর বিরুদ্ধে প্রতিরোধ গড়তে হবে।",4
১০০%গ্যারান্টি সহকারে স্থায়ী যৌন সমস্যার সমাধান পেতে আজই কল করুন এই নাম্বারে 01828-514051,1
আপু ভালো লাগলো ।,0
উফ্ফফ্ফফফ জা লাগছে না ????,0
এইডা কিডা??  অরিন চৌধুরী,0
তোমার ড্রেস টা একটু টাইট মনে হয় বুকের ওখান থেকে,2
আচ্ছা তুমিনাকি খারাপ মেয়ের????? উত্তর দিবে আশা করি,2
"বাসায় ফিরছিলাম ।  বসুন্ধরার মেইন গেইটে যথারীতি জ্যাম । গাড়ি ছেড়ে দিয়ে রিক্সায় চেপে বসলাম । ভ্যাপসা একটা গরম পড়ছে । খুব আইসক্রীম খেতে ইচ্ছে করলো হঠাত । কিন্তু নেমে গিয়ে কিনে আনতে ক্লান্ত লাগছিল ।  ঠিক এই সময়টায় বাচ্চাটির দিকে নজর পড়ল । আরহামের চেয়ে বছর খানেক বড় হবে । দেখতে অবিকল পুতুল । বাবা-মায়ের পাশে দাঁড়িয়ে আইসক্রীম খাচ্ছে । বাবা-মায়ের খাওয়া শেষ, ছেলের জন্য অপেক্ষা । কোথাও যাবেন বোধহয় তাঁরা, মা তাড়াতাড়ি আইসক্রীম শেষ করার জন্য বলছেন ছেলেকে । একটু খানি বাকি ছিল, মায়ের অনুরোধে সেটুকু ছুঁড়ে মারলো",0
"আপনি, আমি,সে তিনি ছাত্রলীগ সবাই জানি, আমরা ছাত্রলীগ একটাই মানি বঙ্গবন্ধুর আদর্শ জীবনী।",4
এত সুন্দর তুমি কেন?,0
ভালই লাগছে তোমাকে।,0
মাহির ধুদ দুটো দেখতে একের লাগে,1
তুই তো বড় মাগি হয়ে গেচস,1
মৃত্যুর সাথে নিজের অস্থিত্ব বিলীন  হওয়ার রাজনীতি ছাত্রলীগ করে না।,4
হাই মাল্লু,2
তুমি একটা মাল,2
বাচ্চাটিকে দুধ খাইয়েছ,1
তুই আমার সপ্নের পরী..♥♥♥,0
"যখন কেউ আহত হয়ে রাস্তা ধারে পড়ে থাকে, তখন তাকে বাঁচাতে যে ছেলেটি এগিয়ে যায়, সেই কিন্তু #ছাত্রলীগ,",4
"যখন কারো ভাই-বোন স্কুল কলেজে কোন সমস্যার মুখামুখি হয়, তখন সমস্যা সামাধানে যে ছেলেটি সর্বপ্রথম এগিয়ে আসে সেও কিন্তু #ছাত্রলীগ।",4
বাধন আমার প্রিয় ব্যক্তিত্ব।,0
"যখন সুশীল বাবুদের ছেলেদের চাকরির জন্য বড় নেতার কাছে সুপারিশ করতে যেত প্রয়োজন হয়,",4
বাল হলে জানা,2
তুই একটা মাগি,1
মাল,2
অসংখ্য ধন্যবাদ ঢাকা মহানগর উত্তর ছাত্রলীগ সহ-সভাপতি 'লিকন সরকার' ভাইয়া কে।,4
সাথে তখন চাপাতি থাকবে না? সেই চাপাতি দিয়া দরকার হইলে,3
ছাগলের মত লাগে বাংলাদেশের মনে হয়না,2
ভাল,0
কোরবানী প্রতেক বাড়ীর উঠানেই হবে। মালাউন আর মালাউনের দালালদের  ১০% কথায় কি দেশের ৯০% মুসলমানের প্রধান ধর্মীয় উৎসব মাটি হতে পারে?,3
চুম্মা,2
★★ঈদ মোবারক★★,0
সেকসি,1
আসলে তুমি বাংলার সেরা নায়েকা।,0
মালুরা যখন ক্ষমতায় বাংলাদেশ ধংস হতে বেশিদিন লাগবেনা আশা করা যায়।,3
তোমাকে একুশের ভাষা দিয়া দিলাম বলতো কেন,0
সেখসি তোমার সঙ্গে আমি স্নান করতে চাই এখানে,1
আপনার খাবার দুটু,0
ওযুর পানি পর্যন্ত দেয়া হয়নি তাকে	 তখন কেউ প্রতিবাদ করার সাহস পাননি কিন্তু একজন ব্যক্তি প্রতিবাদ করেছিলেন সিংহের মতো হুংকার দিয়ে	 তিনি আর কেউ নন মজলুম জননেতা বিশ্ব নন্দিত মুফাস্সিরে ক্বুরআন আল্লামা দেলোয়ার হুসাইন সাঈদী। তিনি বলেছেন' আমি কখনো কাওমি মাদ্রাসায় পড়া- শুনা করি নাই	আপনারা হয়তো ভাবতে পারেন তাদের (কাওমি আলেমদের) প্রতি আমাদের শত্রুতা আছে	 আমার ডান চোখটা যেমন আমার কাছে প্রিয়	অনুরুপ বাম চোখটাও আমার কাছে প্রিয়।সুতরাং কাওমি-আলিয়া উভয়ই আমার কাছে প্রিয়।,0
আফা আপনে কি আগে থেকেই এমন ঢং করেন নাকি কোথাও থেইকা ট্রেনিং নিছিলেন ????,2
হেজাব পরা ছবি চাই।,0
জি আপু আমি ও সত্যি বলার সাহস রাখি । সেইটা যত বিপদজনক ই হোক না কেনো। কিছুদিন আগে আগে একটা সত্যির জন্য মাইর ও খইছিলাম। ৩ দিন শরীরের ব্যাথায় শোয়া থেকে উঠতে ও পারি নি। এখনো হালকা ব্যাথা আছে হাতে। যাই হোক তার পর ও আমি আমার নিতি থেকে একচুল ও সরে দারাই নি। আর দারাবো ও না ইনশাল্লাহ,0
পশু কোরবানির সাথে পূজার কি সম্পর্ক? মালাউনরা আবার পূজা করতে পারে।ধর্মীয় অনুভূতি শুধু ইসলাম ধর্মে আছে।মালাউনদের আবার ধর্ম হতে পারে।ধর্ম ত সেকুলারদের।,3
চুদি,1
